device_record_time,Device Serial Number,device_type,country_of_residence,software_version,product_mode,metric_level,reason_code,Amazon Marketplace
2024-04-15T08:32:13Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-15T00:54:51Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-15T00:54:25Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-15T00:54:20Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-15T00:45:49Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-14T08:32:24Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-14T08:32:13Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-14T02:51:21Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-13T16:19:07Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-13T16:12:29Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-13T13:15:03Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-13T13:15:01Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-13T08:32:30Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-13T08:32:16Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-12T08:32:26Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-12T08:32:15Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-11T08:32:26Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-11T08:32:14Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-11T02:44:10Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-11T02:43:04Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-11T02:13:17Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-11T02:13:16Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-11T00:53:43Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-11T00:53:42Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-10T08:32:28Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-10T08:32:27Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-10T08:32:16Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-10T01:42:38Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-10T01:42:34Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-09T08:32:21Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-09T05:00:01Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-09T02:17:14Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-09T02:16:42Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-09T01:15:13Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-09T01:14:58Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-09T00:49:32Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-09T00:49:31Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-09T00:05:03Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T23:55:10Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T23:54:15Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T23:52:49Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T23:40:22Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T23:39:24Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T22:50:17Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T22:47:14Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T22:46:36Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T22:38:00Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T22:37:59Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T19:52:18Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T19:51:24Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T19:25:22Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T19:25:07Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T18:03:50Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T18:03:09Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T17:40:31Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T16:53:06Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T16:51:24Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T16:23:23Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T16:22:56Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T16:20:14Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T15:10:45Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T15:10:31Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T14:16:33Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T14:16:32Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T14:06:15Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T14:06:12Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T10:54:10Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T08:32:24Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T08:32:14Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T02:04:44Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T02:02:42Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T01:48:01Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T01:45:24Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T00:43:01Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-08T00:42:49Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T22:53:16Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T20:30:06Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T20:25:18Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T20:16:29Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T20:15:06Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T20:15:00Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T20:04:19Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T20:02:56Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T19:15:15Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T19:15:14Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T17:52:22Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T17:52:21Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T08:32:21Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T07:14:29Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T07:14:28Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T03:59:03Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T03:56:41Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T03:08:03Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T03:08:02Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T02:32:38Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T01:54:43Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T01:31:20Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T01:30:25Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T00:44:45Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T00:26:47Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-07T00:26:46Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-06T23:25:53Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-06T22:47:54Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-06T20:21:00Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-06T20:20:59Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-06T15:16:14Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-06T15:15:45Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-06T15:11:35Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-06T15:11:22Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-06T15:05:27Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-06T15:05:22Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-06T13:06:46Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-06T13:05:07Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-06T09:53:13Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-06T08:32:26Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-06T08:32:15Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-06T02:17:58Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-06T00:51:38Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-06T00:51:36Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-05T09:34:54Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-05T06:33:07Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-05T06:33:06Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-05T06:33:05Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-05T01:26:55Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-05T01:26:53Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-04T23:38:18Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-04T23:38:13Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-04T06:16:07Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-04T06:16:06Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-04T06:16:05Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-04T03:11:23Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-04T03:11:16Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-03T08:32:26Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-03T08:32:25Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-03T08:32:16Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-02T09:48:23Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-02T09:48:13Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-02T08:32:25Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-02T08:32:15Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-02T01:26:11Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-02T01:26:09Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-01T08:32:25Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-04-01T08:32:15Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-31T20:44:53Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-31T20:44:52Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-31T15:13:22Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-31T15:13:18Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-31T13:11:54Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-31T13:11:53Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-31T11:59:16Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-31T11:59:12Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-31T08:32:25Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-31T05:03:45Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-31T05:03:11Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-31T05:03:09Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-31T03:22:11Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-31T03:21:53Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-31T02:06:39Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-31T02:06:38Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-31T01:03:27Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-31T01:03:25Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-31T00:24:09Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-31T00:23:54Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-30T21:48:41Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-30T21:48:10Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-30T21:34:16Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-30T21:34:15Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-30T18:57:25Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-30T08:32:26Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-30T05:39:16Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-30T05:39:14Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-30T02:05:44Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-30T01:43:19Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-30T01:42:08Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-30T00:54:44Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-30T00:49:06Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-30T00:49:05Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-29T08:32:29Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-29T08:32:19Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-29T02:55:43Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-29T02:52:43Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-29T02:52:42Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
2024-03-29T02:52:00Z,G8S1LG134041039L,Ereader,United States,4193160020,Not Available,deviceAction,Not Available,Amazon.com
