Created Timestamp,Marketplace ID,Country,Device Family,ASIN,Context,Action,Reading Mode,Duration,Audio Type
2025-10-05T22:36:59Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Vertical Scroll View,0,Assistive Reader
2025-09-15T00:09:44Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Open Speed Control,Vertical Scroll View,0,Audible
2025-10-06T02:42:13Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Assistive Reader
2025-10-08T02:51:10Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-10-05T22:36:56Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Vertical Scroll View,0,Assistive Reader
2025-08-20T19:48:56Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-09-14T23:46:43Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Pause,Vertical Scroll View,84,Audible
2025-08-21T19:14:08Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
2025-10-05T22:37:29Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Vertical Scroll View,0,Assistive Reader
2025-10-05T23:40:48Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Vertical Scroll View,0,Assistive Reader
2025-10-05T20:36:09Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Vertical Scroll View,0,Audible
2025-10-07T00:09:25Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Audible
2025-10-06T22:07:39Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Audible
2025-08-20T21:13:22Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-10-06T20:37:05Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-10-05T22:37:09Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Vertical Scroll View,0,Assistive Reader
2025-10-06T11:53:53Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2025-08-18T20:03:20Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
2025-10-06T03:19:19Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Inbook Full Player,Time Option Selected,Vertical Scroll View,0,Audible
2025-09-14T19:02:36Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Full Player,Open Speed Control,Vertical Scroll View,0,Audible
2025-10-06T03:52:14Z,www.amazon.com,,Kindle for iOS,,Out of App,Pause,Paginated View,6,Audible
2025-10-06T23:49:13Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Audible
2025-10-06T00:05:47Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Assistive Reader
2025-10-06T00:35:50Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Assistive Reader
2025-09-14T23:30:21Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Pause,Vertical Scroll View,69,Audible
2025-10-05T22:38:33Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Vertical Scroll View,0,Assistive Reader
2025-10-06T00:09:40Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Assistive Reader
2025-08-18T20:03:18Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-08-21T14:18:53Z,www.amazon.com,,Kindle for iOS,,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-10-07T00:02:45Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Play,Paginated View,0,Audible
2025-10-06T03:18:33Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Inbook Mini Player,Pause,Vertical Scroll View,3,Audible
2025-08-20T04:13:39Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-09-14T19:02:41Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Full Player,Time Option Selected,Vertical Scroll View,0,Audible
2025-10-05T01:41:56Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Inbook Full Player,Open Timer Control,Vertical Scroll View,0,Audible
2025-09-14T19:02:33Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Open Full Audio Player,Vertical Scroll View,0,Audible
2025-10-06T03:19:08Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2025-09-14T19:02:38Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Full Player,Time Option Selected,Vertical Scroll View,0,Audible
2025-10-05T20:35:49Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Audible
2025-08-21T20:27:00Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-09-14T21:05:13Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Rewind 30 Seconds,Vertical Scroll View,0,Audible
2025-08-21T23:21:15Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-09-15T00:13:03Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Pause,Vertical Scroll View,201,Audible
2025-09-14T21:30:44Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2025-10-05T02:12:13Z,www.amazon.com,,Kindle for iOS,,Out of App,Pause,Vertical Scroll View,1834,Audible
2025-10-06T02:23:28Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Assistive Reader
2025-10-05T22:36:54Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Vertical Scroll View,0,Assistive Reader
2025-10-04T06:08:23Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-08-21T14:17:32Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-09-14T21:09:42Z,www.amazon.com,,Kindle for iOS,,Out of App,Pause,Vertical Scroll View,9,Audible
2025-08-21T19:31:42Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-08-21T19:31:25Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-09-14T19:02:19Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-10-06T00:01:06Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Assistive Reader
2025-09-14T23:30:28Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2025-08-22T21:10:34Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-09-14T20:55:06Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Out of App,Pause,Vertical Scroll View,38,Audible
2025-09-14T23:33:53Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Out of App,Pause,Vertical Scroll View,0,Audible
2025-08-23T15:09:28Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-10-05T23:12:29Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Vertical Scroll View,0,Assistive Reader
2025-09-14T23:29:11Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Out of App,Play,Vertical Scroll View,0,Audible
2025-08-18T14:55:44Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-10-06T00:26:21Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Assistive Reader
2025-10-06T04:54:19Z,www.amazon.com,,Kindle for iOS,,Out of App,Play,Paginated View,0,Audible
2025-09-14T19:02:37Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Full Player,Open Timer Control,Vertical Scroll View,0,Audible
2025-08-23T20:08:06Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-10-05T21:05:51Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Vertical Scroll View,0,Assistive Reader
2025-09-14T21:08:10Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Out of App,Pause,Vertical Scroll View,4,Audible
2025-10-06T05:19:08Z,www.amazon.com,,Kindle for iOS,,Out of App,Play,Paginated View,0,Audible
2025-10-06T00:07:33Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Assistive Reader
2025-10-06T01:34:00Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Assistive Reader
2025-08-22T01:00:27Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-08-21T20:36:05Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
2025-09-14T23:33:44Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2025-10-05T23:32:55Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Vertical Scroll View,0,Assistive Reader
2025-10-04T08:09:43Z,www.amazon.com,,Kindle for iOS,,Out of App,Pause,Vertical Scroll View,4002,Audible
2025-10-06T05:12:52Z,www.amazon.com,,Kindle for iOS,,Out of App,Pause,Paginated View,1113,Audible
2025-09-14T20:53:24Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-09-14T21:08:05Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Out of App,Play,Vertical Scroll View,0,Audible
2025-09-14T21:40:51Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2025-08-20T20:12:49Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
2025-10-06T21:48:34Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Audible
2025-10-07T01:19:16Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Audible
2025-10-05T23:49:57Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Vertical Scroll View,0,Assistive Reader
2025-08-21T19:10:20Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-10-05T20:34:08Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Audible
2025-09-14T21:34:31Z,www.amazon.com,,Kindle for iOS,,Out of App,Pause,Vertical Scroll View,227,Audible
2025-09-14T23:33:52Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Out of App,Play,Vertical Scroll View,0,Audible
2025-10-06T03:51:18Z,www.amazon.com,,Kindle for iOS,,Out of App,Pause,Paginated View,3,Audible
2025-09-14T23:33:01Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Pause,Vertical Scroll View,27,Audible
2025-09-14T22:52:41Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Open Full Audio Player,Vertical Scroll View,0,Audible
2025-10-06T01:12:13Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Assistive Reader
2025-10-06T23:21:58Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Audible
2025-09-14T22:05:43Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Out of App,Play,Vertical Scroll View,0,Audible
2025-10-06T12:29:52Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Out of App,Pause,Vertical Scroll View,2159,Audible
2025-09-14T20:54:28Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2025-09-14T19:02:22Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2025-10-06T03:51:15Z,www.amazon.com,,Kindle for iOS,,Out of App,Play,Paginated View,0,Audible
2025-08-21T19:12:42Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
2025-10-06T00:01:09Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Assistive Reader
2025-10-05T01:41:53Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Inbook Mini Player,Open Full Audio Player,Vertical Scroll View,0,Audible
2025-10-06T09:45:21Z,www.amazon.com,,Kindle for iOS,,Out of App,Play,Vertical Scroll View,0,Audible
2025-10-06T03:18:30Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2025-08-18T21:16:25Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
2025-10-06T22:05:32Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Audible
2025-10-06T11:00:23Z,www.amazon.com,,Kindle for iOS,,Out of App,Play,Vertical Scroll View,0,Audible
2025-09-14T23:32:30Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Out of App,Play,Vertical Scroll View,0,Audible
2025-09-14T22:05:46Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Out of App,Pause,Vertical Scroll View,3,Audible
2025-10-04T21:30:52Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-10-06T03:19:15Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Inbook Mini Player,Open Full Audio Player,Vertical Scroll View,0,Audible
2025-08-08T18:47:16Z,www.amazon.com,,Kindle for iOS,B0D9CC3C9Y,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-10-06T02:20:44Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Assistive Reader
2025-09-14T23:33:32Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Pause,Vertical Scroll View,5,Audible
2025-09-14T21:04:50Z,www.amazon.com,,Kindle for iOS,,Out of App,Play,Vertical Scroll View,0,Audible
2025-10-06T00:03:58Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Assistive Reader
2025-09-14T21:09:46Z,www.amazon.com,,Kindle for iOS,,Out of App,Play,Vertical Scroll View,0,Audible
2025-10-04T14:02:15Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-09-14T23:32:17Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2025-09-14T23:38:26Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2025-08-21T19:31:43Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
2025-09-14T19:02:27Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Speed Option Selected,Vertical Scroll View,0,Audible
