created_timestamp,preferred_marketplace,device_family,card_name,card_position
2024-03-02T17:45:17Z,US,Kindle for iOS,Reading Insights,4
2024-02-26T00:13:15Z,US,Kindle for iOS,,6
2024-04-15T04:07:39Z,US,Kindle for iOS,Reading Insights,4
2024-03-30T00:41:38Z,US,Kindle for iOS,More like your recent books,6
2024-03-05T15:02:56Z,US,Kindle for iOS,,9
2024-03-05T01:01:54Z,US,Kindle for iOS,Reading Insights,4
2024-03-05T15:02:40Z,US,Kindle for iOS,Reading Insights,4
2024-03-14T20:51:54Z,US,Kindle for iOS,,13
2024-03-17T03:54:42Z,US,Kindle for iOS,,2
2024-02-28T19:54:02Z,US,Kindle for iOS,,4
2024-03-04T01:29:17Z,US,Kindle for iOS,Reading Insights,4
2024-04-04T23:30:07Z,US,Kindle for iOS,,4
2024-03-01T00:04:45Z,US,Kindle for iOS,,4
2024-03-29T02:55:01Z,US,Kindle for iOS,,13
2024-03-29T02:53:06Z,US,Kindle for iOS,More like your recent books,8
2024-03-11T07:02:52Z,US,Kindle for iOS,,2
2024-03-15T09:12:21Z,US,Kindle for iOS,More like your recent books,4
2024-02-29T15:22:14Z,US,Kindle for iOS,,2
2024-03-10T01:26:35Z,US,Kindle for iOS,More like [book title],5
2024-03-10T01:21:12Z,US,Kindle for iOS,,2
2024-03-05T15:04:03Z,US,Kindle for iOS,Discover your next read,15
2024-03-15T09:10:57Z,US,Kindle for iOS,More like your recent books,4
2024-04-12T17:31:49Z,US,Kindle for iOS,Reading Insights,4
2024-03-22T02:42:00Z,US,Kindle for iOS,Reading Insights,4
2024-03-03T07:47:01Z,US,Kindle for iOS,,2
2024-03-11T06:54:01Z,US,Kindle for iOS,,9
2024-03-11T20:53:08Z,US,Kindle for iOS,Reading Insights,4
2024-03-18T04:00:19Z,US,Kindle for iOS,,2
2024-02-29T02:08:31Z,US,Kindle for iOS,,4
2024-03-07T04:50:48Z,US,Kindle for iOS,More like [book title],5
2024-03-07T22:12:51Z,US,Kindle for iOS,Reading Insights,4
2024-04-04T23:30:00Z,US,Kindle for iOS,,4
2024-03-25T15:29:37Z,US,Kindle for iOS,Reading Insights,4
2024-04-02T11:07:40Z,US,Kindle for iOS,,16
2024-03-27T00:35:39Z,US,Kindle for iOS,Reading Insights,4
2024-04-09T00:15:52Z,US,Kindle for iOS,,2
2024-02-24T14:32:02Z,US,Kindle for iOS,,4
2024-04-10T23:10:32Z,US,Kindle for iOS,Reading Insights,4
2024-03-27T02:36:26Z,US,Kindle for iOS,Reading Insights,4
2024-03-22T19:05:43Z,US,Kindle for iOS,Reading Insights,4
2024-03-29T02:53:45Z,US,Kindle for iOS,,12
2024-03-11T07:14:13Z,US,Kindle for iOS,,5
2024-03-29T13:58:08Z,US,Kindle for iOS,,16
2024-03-26T21:55:15Z,US,Kindle for iOS,,2
2024-03-28T02:24:42Z,US,Kindle for iOS,Reading Insights,4
2024-03-25T06:57:46Z,US,Kindle for iOS,Reading Insights,4
2024-04-04T19:06:27Z,US,Kindle for iOS,,6
2024-03-04T16:52:49Z,US,Kindle for iOS,,2
2024-03-15T09:05:35Z,US,Kindle for iOS,,2
2024-04-04T13:48:10Z,US,Kindle for iOS,,4
2024-02-26T00:13:21Z,US,Kindle for iOS,Reading Insights,5
2024-03-28T21:22:59Z,US,Kindle for iOS,,5
2024-03-10T01:26:31Z,US,Kindle for iOS,Reading Insights,4
2024-03-07T05:09:13Z,US,Kindle for iOS,More like [book title],6
2024-02-27T22:57:27Z,US,Kindle for iOS,,4
2024-03-11T06:53:11Z,US,Kindle for iOS,Reading Insights,4
2024-03-27T01:58:24Z,US,Kindle for iOS,Reading Insights,4
2024-03-03T07:31:09Z,US,Kindle for iOS,More like [book title],8
2024-02-25T06:33:23Z,US,Kindle for iOS,,4
2024-03-17T03:54:42Z,US,Kindle for iOS,More like your recent books,4
2024-03-11T07:00:54Z,US,Kindle for iOS,Recommended for you in Kindle Unlimited,4
2024-04-15T23:09:36Z,US,Kindle for iOS,,2
2024-04-04T05:11:36Z,US,Kindle for iOS,,4
2024-03-20T04:20:14Z,US,Kindle for iOS,Reading Insights,4
2024-03-29T02:55:02Z,US,Kindle for iOS,Recommended for you,15
2024-03-29T20:56:36Z,US,Kindle for iOS,,5
2024-03-16T02:39:57Z,US,Kindle for iOS,Reading Insights,5
2024-03-12T20:18:22Z,US,Kindle for iOS,,2
2024-02-25T16:31:35Z,US,Kindle for iOS,Based on your reading,4
2024-03-01T12:14:24Z,US,Kindle for iOS,,2
2024-03-11T07:04:37Z,US,Kindle for iOS,,10
2024-03-05T01:02:00Z,US,Kindle for iOS,More like [book title],5
2024-02-29T19:44:36Z,US,Kindle for iOS,,4
2024-03-14T00:43:35Z,US,Kindle for iOS,More like your recent books,4
2024-04-11T06:15:25Z,US,Kindle for iOS,Reading Insights,4
2024-04-14T03:58:48Z,US,Kindle for iOS,More like [book title],8
2024-03-03T07:24:51Z,US,Kindle for iOS,Reading Insights,4
2024-03-02T14:57:25Z,US,Kindle for iOS,Reading Insights,4
2024-04-10T18:19:22Z,US,Kindle for iOS,Reading Insights,4
2024-03-31T15:19:01Z,US,Kindle for iOS,,5
2024-03-05T15:04:03Z,US,Kindle for iOS,,14
2024-04-08T02:04:58Z,US,Kindle for iOS,Reading Insights,5
2024-03-11T06:53:46Z,US,Kindle for iOS,Reading Insights,4
2024-04-09T18:41:09Z,US,Kindle for iOS,,5
2024-04-08T02:04:59Z,US,Kindle for iOS,,6
2024-03-11T06:54:13Z,US,Kindle for iOS,,10
2024-03-28T21:23:02Z,US,Kindle for iOS,Reading Insights,4
2024-03-17T01:55:31Z,US,Kindle for iOS,More like your recent books,4
2024-03-10T18:10:38Z,US,Kindle for iOS,Reading Insights,4
2024-04-03T21:31:38Z,US,Kindle for iOS,Reading Insights,4
2024-03-07T04:55:32Z,US,Kindle for iOS,More like [book title],6
2024-03-22T12:40:04Z,US,Kindle for iOS,Reading Insights,4
2024-04-06T01:57:08Z,US,Kindle for iOS,,4
2024-03-23T02:34:57Z,US,Kindle for iOS,,5
2024-03-05T15:26:31Z,US,Kindle for iOS,,2
2024-03-29T13:58:18Z,US,Kindle for iOS,More like [book title],7
2024-03-28T02:34:06Z,US,Kindle for iOS,Reading Insights,4
2024-03-27T03:04:14Z,US,Kindle for iOS,Reading Insights,4
2024-04-06T19:44:53Z,US,Kindle for iOS,,4
2024-03-16T02:44:38Z,US,Kindle for iOS,Reading Insights,5
2024-04-07T03:06:38Z,US,Kindle for iOS,,4
2024-03-31T00:36:17Z,US,Kindle for iOS,Reading Insights,4
2024-03-04T10:07:13Z,US,Kindle for iOS,Reading Insights,4
2024-03-25T00:45:01Z,US,Kindle for iOS,,2
2024-04-04T17:34:12Z,US,Kindle for iOS,,2
2024-04-03T18:04:00Z,US,Kindle for iOS,Reading Insights,4
2024-04-04T19:09:09Z,US,Kindle for iOS,,4
2024-04-08T22:33:20Z,US,Kindle for iOS,Reading Insights,4
2024-03-23T20:44:23Z,US,Kindle for iOS,Reading Insights,4
2024-03-07T05:09:14Z,US,Kindle for iOS,,9
2024-02-27T12:15:47Z,US,Kindle for iOS,Based on your reading,4
2024-03-26T13:57:31Z,US,Kindle for iOS,,2
2024-03-29T02:55:02Z,US,Kindle for iOS,,16
2024-04-08T22:33:16Z,US,Kindle for iOS,,4
2024-03-23T15:21:53Z,US,Kindle for iOS,Reading Insights,4
2024-03-18T23:17:00Z,US,Kindle for iOS,,2
2024-03-29T13:58:11Z,US,Kindle for iOS,,12
2024-04-09T18:41:30Z,US,Kindle for iOS,Reading Insights,4
2024-02-24T02:40:01Z,US,Kindle for iOS,,4
2024-03-08T18:13:11Z,US,Kindle for iOS,Reading Insights,4
2024-03-09T18:57:35Z,US,Kindle for iOS,,2
2024-02-25T06:32:04Z,US,Kindle for iOS,,4
2024-03-05T15:02:58Z,US,Kindle for iOS,More like your recent books,10
2024-03-11T07:14:11Z,US,Kindle for iOS,,8
2024-03-29T02:53:45Z,US,Kindle for iOS,,13
2024-03-11T06:53:51Z,US,Kindle for iOS,,5
2024-04-11T14:07:13Z,US,Kindle for iOS,,5
2024-02-25T06:33:30Z,US,Kindle for iOS,More like [book title],5
2024-03-31T00:35:40Z,US,Kindle for iOS,Reading Insights,4
2024-03-29T02:51:29Z,US,Kindle for iOS,Reading Insights,4
2024-04-07T17:50:36Z,US,Kindle for iOS,,4
2024-03-07T04:51:04Z,US,Kindle for iOS,,8
2024-04-02T14:43:42Z,US,Kindle for iOS,,2
2024-03-29T21:34:44Z,US,Kindle for iOS,Reading Insights,4
2024-04-04T03:10:54Z,US,Kindle for iOS,,5
2024-02-29T22:43:56Z,US,Kindle for iOS,,4
2024-02-26T00:17:01Z,US,Kindle for iOS,Based on your reading,4
2024-04-02T11:26:42Z,US,Kindle for iOS,,2
2024-03-26T03:59:33Z,US,Kindle for iOS,Reading Insights,4
2024-03-29T02:41:53Z,US,Kindle for iOS,Reading Insights,4
2024-04-11T14:08:10Z,US,Kindle for iOS,Reading Insights,4
2024-03-16T01:30:51Z,US,Kindle for iOS,More like your recent books,4
2024-02-27T15:42:26Z,US,Kindle for iOS,,2
2024-02-24T18:49:52Z,US,Kindle for iOS,,4
2024-04-11T14:08:08Z,US,Kindle for iOS,,2
2024-04-02T11:08:01Z,US,Kindle for iOS,,4
2024-04-04T01:21:31Z,US,Kindle for iOS,,5
2024-04-10T01:42:04Z,US,Kindle for iOS,Reading Insights,4
2024-04-11T21:25:01Z,US,Kindle for iOS,,5
2024-03-11T07:14:13Z,US,Kindle for iOS,Recommended for you in Kindle Unlimited,4
2024-04-11T14:08:17Z,US,Kindle for iOS,Reading Insights,4
2024-04-09T18:37:28Z,US,Kindle for iOS,Reading Insights,4
2024-03-23T02:35:14Z,US,Kindle for iOS,,6
2024-02-24T14:31:08Z,US,Kindle for iOS,,4
2024-03-03T06:59:43Z,US,Kindle for iOS,Reading Insights,4
2024-04-02T01:27:23Z,US,Kindle for iOS,,4
2024-03-29T13:58:17Z,US,Kindle for iOS,More like your recent books,8
2024-03-22T12:40:13Z,US,Kindle for iOS,Page Turners just for you,7
2024-03-28T21:32:26Z,US,Kindle for iOS,Reading Insights,4
2024-03-22T12:40:14Z,US,Kindle for iOS,More like [book title],8
2024-03-31T15:18:59Z,US,Kindle for iOS,Reading Insights,4
2024-03-08T18:25:32Z,US,Kindle for iOS,Reading Insights,4
2024-03-05T02:11:44Z,US,Kindle for iOS,Reading Insights,4
2024-04-15T00:24:33Z,US,Kindle for iOS,Reading Insights,4
2024-03-13T02:17:08Z,US,Kindle for iOS,,2
2024-03-23T02:32:09Z,US,Kindle for iOS,Reading Insights,4
2024-03-25T00:45:10Z,US,Kindle for iOS,Reading Insights,4
2024-03-25T08:31:08Z,US,Kindle for iOS,Reading Insights,4
2024-03-05T15:04:03Z,US,Kindle for iOS,,16
2024-03-01T12:14:46Z,US,Kindle for iOS,,4
2024-03-18T21:41:43Z,US,Kindle for iOS,More like your recent books,4
2024-03-03T07:31:08Z,US,Kindle for iOS,More like [book title],5
2024-02-24T18:49:52Z,US,Kindle for iOS,More like [book title],5
2024-03-05T01:38:17Z,US,Kindle for iOS,More like [book title],6
2024-03-14T20:50:19Z,US,Kindle for iOS,,2
2024-03-26T04:11:18Z,US,Kindle for iOS,,2
2024-03-31T15:19:14Z,US,Kindle for iOS,,5
2024-02-24T18:49:54Z,US,Kindle for iOS,More like [book title],6
2024-04-14T23:55:04Z,US,Kindle for iOS,,2
2024-03-28T02:38:03Z,US,Kindle for iOS,Reading Insights,4
2024-03-28T21:32:26Z,US,Kindle for iOS,,5
2024-04-14T22:59:47Z,US,Kindle for iOS,Reading Insights,4
2024-04-15T22:41:59Z,US,Kindle for iOS,Reading Insights,4
2024-03-16T01:24:16Z,US,Kindle for iOS,More like your recent books,4
2024-03-01T16:43:39Z,US,Kindle for iOS,,2
2024-03-04T09:18:51Z,US,Kindle for iOS,Reading Insights,4
2024-02-29T01:26:47Z,US,Kindle for iOS,,4
2024-03-11T20:53:08Z,US,Kindle for iOS,,2
2024-04-04T05:11:36Z,US,Kindle for iOS,Reading Insights,5
2024-04-14T20:09:41Z,US,Kindle for iOS,,2
2024-02-24T18:50:22Z,US,Kindle for iOS,Books trending this month,8
2024-03-11T07:14:12Z,US,Kindle for iOS,,7
2024-04-02T11:07:40Z,US,Kindle for iOS,,4
2024-04-09T00:13:38Z,US,Kindle for iOS,,2
2024-04-09T00:13:40Z,US,Kindle for iOS,Reading Insights,4
2024-03-03T07:27:02Z,US,Kindle for iOS,Reading Insights,4
2024-03-11T07:03:49Z,US,Kindle for iOS,,5
2024-02-24T18:50:23Z,US,Kindle for iOS,Follow the author,9
2024-03-17T01:55:26Z,US,Kindle for iOS,More like your recent books,4
2024-03-23T02:50:22Z,US,Kindle for iOS,Reading Insights,4
2024-02-27T23:15:37Z,US,Kindle for iOS,,4
2024-03-11T06:53:53Z,US,Kindle for iOS,,7
2024-03-29T02:40:57Z,US,Kindle for iOS,Reading Insights,4
2024-03-14T01:36:43Z,US,Kindle for iOS,,2
2024-03-30T21:33:44Z,US,Kindle for iOS,Reading Insights,4
2024-03-18T21:41:03Z,US,Kindle for iOS,More like your recent books,4
2024-03-27T01:47:07Z,US,Kindle for iOS,,2
2024-04-11T06:15:15Z,US,Kindle for iOS,,5
2024-03-29T02:52:36Z,US,Kindle for iOS,More like [book title],6
2024-03-05T01:50:36Z,US,Kindle for iOS,Reading Insights,4
2024-03-23T00:51:13Z,US,Kindle for iOS,Reading Insights,4
2024-02-27T06:27:24Z,US,Kindle for iOS,Based on your reading,4
2024-03-27T11:10:13Z,US,Kindle for iOS,Reading Insights,4
2024-03-17T01:29:07Z,US,Kindle for iOS,More like your recent books,4
2024-03-14T20:51:31Z,US,Kindle for iOS,,10
2024-04-14T16:01:50Z,US,Kindle for iOS,Based on your reading,4
2024-02-24T14:31:01Z,US,Kindle for iOS,,2
2024-03-16T02:40:04Z,US,Kindle for iOS,More like your recent books,4
2024-02-27T12:14:56Z,US,Kindle for iOS,,2
2024-03-11T20:39:06Z,US,Kindle for iOS,Reading Insights,4
2024-04-14T16:01:38Z,US,Kindle for iOS,,6
2024-04-02T21:31:05Z,US,Kindle for iOS,,2
2024-03-31T01:03:05Z,US,Kindle for iOS,Reading Insights,4
2024-04-04T21:45:35Z,US,Kindle for iOS,,4
2024-03-07T04:50:52Z,US,Kindle for iOS,More like [book title],7
2024-02-29T01:26:03Z,US,Kindle for iOS,,4
2024-03-05T01:02:00Z,US,Kindle for iOS,More like [book title],6
2024-04-09T00:13:38Z,US,Kindle for iOS,Reading Insights,4
2024-02-25T06:32:04Z,US,Kindle for iOS,,2
2024-03-29T13:58:40Z,US,Kindle for iOS,Reading Insights,4
2024-03-03T07:31:08Z,US,Kindle for iOS,Reading Insights,4
2024-03-29T02:52:36Z,US,Kindle for iOS,,5
2024-02-25T16:31:35Z,US,Kindle for iOS,,16
2024-04-04T21:37:42Z,US,Kindle for iOS,,2
2024-03-30T00:11:31Z,US,Kindle for iOS,,8
2024-02-27T12:13:29Z,US,Kindle for iOS,Based on your reading,4
2024-04-15T04:07:38Z,US,Kindle for iOS,,2
2024-04-03T03:55:56Z,US,Kindle for iOS,Reading Insights,4
2024-02-27T12:16:19Z,US,Kindle for iOS,Based on your reading,4
2024-03-29T02:53:43Z,US,Kindle for iOS,,11
2024-03-11T07:00:20Z,US,Kindle for iOS,,9
2024-03-16T02:40:04Z,US,Kindle for iOS,Reading Insights,5
2024-03-15T02:53:58Z,US,Kindle for iOS,,2
2024-04-04T17:34:22Z,US,Kindle for iOS,,4
2024-04-09T18:41:30Z,US,Kindle for iOS,,5
2024-02-26T07:50:56Z,US,Kindle for iOS,Based on your reading,4
2024-04-04T19:06:27Z,US,Kindle for iOS,Reading Insights,5
2024-04-06T19:59:54Z,US,Kindle for iOS,,4
2024-04-09T18:50:53Z,US,Kindle for iOS,,5
2024-04-02T14:43:42Z,US,Kindle for iOS,,4
2024-03-17T01:40:51Z,US,Kindle for iOS,,6
2024-04-01T02:28:21Z,US,Kindle for iOS,Reading Insights,4
2024-03-16T02:44:41Z,US,Kindle for iOS,More like your recent books,4
2024-03-22T12:40:14Z,US,Kindle for iOS,More like [book title],9
2024-04-06T01:56:27Z,US,Kindle for iOS,,4
2024-03-22T12:40:19Z,US,Kindle for iOS,Recommended for you,13
2024-03-03T07:29:53Z,US,Kindle for iOS,,2
2024-03-07T22:27:20Z,US,Kindle for iOS,Reading Insights,4
2024-03-29T21:54:27Z,US,Kindle for iOS,Reading Insights,4
2024-02-27T12:13:30Z,US,Kindle for iOS,,6
2024-03-18T04:07:47Z,US,Kindle for iOS,,2
2024-03-05T01:38:17Z,US,Kindle for iOS,More like [book title],5
2024-03-31T12:56:27Z,US,Kindle for iOS,More like [book title],6
2024-04-04T22:14:02Z,US,Kindle for iOS,,2
2024-03-22T19:49:12Z,US,Kindle for iOS,,2
2024-03-30T00:10:17Z,US,Kindle for iOS,Reading Insights,4
2024-03-05T02:14:26Z,US,Kindle for iOS,Reading Insights,4
2024-04-15T00:29:21Z,US,Kindle for iOS,Reading Insights,4
2024-03-11T07:02:52Z,US,Kindle for iOS,Recommended for you in Kindle Unlimited,4
2024-03-16T14:41:25Z,US,Kindle for iOS,More like your recent books,4
2024-04-13T03:25:30Z,US,Kindle for iOS,,16
2024-03-29T02:55:02Z,US,Kindle for iOS,,14
2024-03-29T21:55:53Z,US,Kindle for iOS,Reading Insights,4
2024-03-31T15:18:57Z,US,Kindle for iOS,Reading Insights,4
2024-03-13T13:43:13Z,US,Kindle for iOS,More like your recent books,4
2024-04-04T19:08:06Z,US,Kindle for iOS,,4
2024-03-14T00:08:20Z,US,Kindle for iOS,More like your recent books,4
2024-03-16T01:30:51Z,US,Kindle for iOS,Reading Insights,5
2024-03-07T05:09:19Z,US,Kindle for iOS,More by [author name],11
2024-02-27T12:14:56Z,US,Kindle for iOS,Based on your reading,4
2024-03-11T01:32:40Z,US,Kindle for iOS,Reading Insights,4
2024-03-17T01:29:20Z,US,Kindle for iOS,Reading Insights,5
2024-03-23T19:04:01Z,US,Kindle for iOS,Reading Insights,4
2024-04-08T22:33:26Z,US,Kindle for iOS,Reading Insights,4
2024-04-04T23:29:56Z,US,Kindle for iOS,,4
2024-03-22T03:18:37Z,US,Kindle for iOS,Reading Insights,4
2024-04-08T22:33:16Z,US,Kindle for iOS,,6
2024-03-28T21:23:02Z,US,Kindle for iOS,,5
2024-04-11T06:15:14Z,US,Kindle for iOS,Reading Insights,4
2024-03-31T12:56:27Z,US,Kindle for iOS,,5
2024-03-08T18:36:32Z,US,Kindle for iOS,Reading Insights,4
2024-03-03T07:25:43Z,US,Kindle for iOS,Reading Insights,4
2024-04-04T19:06:29Z,US,Kindle for iOS,,4
2024-04-06T16:48:09Z,US,Kindle for iOS,,2
2024-03-25T15:29:48Z,US,Kindle for iOS,Reading Insights,4
2024-04-11T14:08:17Z,US,Kindle for iOS,,2
2024-04-11T21:24:53Z,US,Kindle for iOS,Reading Insights,4
2024-03-16T18:45:39Z,US,Kindle for iOS,,4
2024-03-30T12:07:32Z,US,Kindle for iOS,Reading Insights,4
2024-03-14T20:50:50Z,US,Kindle for iOS,More like your recent books,4
2024-04-12T17:31:49Z,US,Kindle for iOS,,16
2024-03-18T04:00:21Z,US,Kindle for iOS,More like your recent books,4
2024-03-09T06:28:29Z,US,Kindle for iOS,,2
2024-03-11T07:03:49Z,US,Kindle for iOS,,6
2024-03-25T00:42:07Z,US,Kindle for iOS,,2
2024-03-29T02:52:30Z,US,Kindle for iOS,Reading Insights,4
2024-03-23T02:34:58Z,US,Kindle for iOS,,6
2024-03-05T02:03:10Z,US,Kindle for iOS,Reading Insights,4
2024-03-10T18:51:58Z,US,Kindle for iOS,,5
2024-03-05T15:02:56Z,US,Kindle for iOS,,8
2024-03-16T06:23:23Z,US,Kindle for iOS,,2
2024-03-28T22:17:36Z,US,Kindle for iOS,,2
2024-03-01T18:49:43Z,US,Kindle for iOS,,2
2024-03-18T21:41:03Z,US,Kindle for iOS,,2
2024-03-30T00:11:33Z,US,Kindle for iOS,More like [book title],9
2024-03-31T01:05:37Z,US,Kindle for iOS,,2
2024-03-22T12:40:14Z,US,Kindle for iOS,More like [book title],10
2024-04-09T18:52:50Z,US,Kindle for iOS,Reading Insights,4
2024-03-23T02:50:22Z,US,Kindle for iOS,,6
2024-03-06T20:44:24Z,US,Kindle for iOS,,2
2024-03-14T20:51:06Z,US,Kindle for iOS,More like [book title],7
2024-03-28T01:57:33Z,US,Kindle for iOS,,2
2024-03-09T16:39:47Z,US,Kindle for iOS,,2
2024-03-04T01:30:33Z,US,Kindle for iOS,Reading Insights,4
2024-03-30T00:43:09Z,US,Kindle for iOS,Reading Insights,4
2024-03-10T18:51:58Z,US,Kindle for iOS,Reading Insights,4
2024-03-25T00:45:13Z,US,Kindle for iOS,Reading Insights,4
2024-03-16T04:17:05Z,US,Kindle for iOS,More like your recent books,4
2024-02-25T14:34:27Z,US,Kindle for iOS,,2
2024-04-14T03:58:37Z,US,Kindle for iOS,,6
2024-03-08T18:13:13Z,US,Kindle for iOS,Reading Insights,4
2024-03-30T00:11:25Z,US,Kindle for iOS,Reading Insights,4
2024-04-04T19:08:24Z,US,Kindle for iOS,,4
2024-04-11T00:54:05Z,US,Kindle for iOS,Reading Insights,4
2024-03-30T00:43:09Z,US,Kindle for iOS,,2
2024-03-14T20:51:44Z,US,Kindle for iOS,,12
2024-03-05T20:45:34Z,US,Kindle for iOS,,2
2024-03-16T02:39:57Z,US,Kindle for iOS,More like your recent books,4
2024-02-24T18:49:52Z,US,Kindle for iOS,,2
2024-04-08T22:33:26Z,US,Kindle for iOS,,2
2024-03-03T07:24:30Z,US,Kindle for iOS,Reading Insights,4
2024-03-14T20:51:03Z,US,Kindle for iOS,Reading Insights,5
2024-03-23T02:34:57Z,US,Kindle for iOS,Reading Insights,4
2024-03-07T22:34:46Z,US,Kindle for iOS,,2
2024-03-31T00:37:14Z,US,Kindle for iOS,Reading Insights,4
2024-03-11T07:04:55Z,US,Kindle for iOS,,15
2024-04-11T06:14:24Z,US,Kindle for iOS,Reading Insights,4
2024-03-11T04:47:33Z,US,Kindle for iOS,,2
2024-03-30T00:41:38Z,US,Kindle for iOS,,8
2024-03-29T13:58:17Z,US,Kindle for iOS,,9
2024-03-30T00:43:54Z,US,Kindle for iOS,Reading Insights,4
2024-04-02T11:07:51Z,US,Kindle for iOS,,4
2024-04-04T21:48:06Z,US,Kindle for iOS,,4
2024-03-11T07:04:38Z,US,Kindle for iOS,,11
2024-03-16T18:46:28Z,US,Kindle for iOS,,2
2024-04-06T19:59:43Z,US,Kindle for iOS,,6
2024-03-16T01:24:16Z,US,Kindle for iOS,Reading Insights,5
2024-02-27T12:13:29Z,US,Kindle for iOS,Reading Insights,5
2024-02-24T02:50:19Z,US,Kindle for iOS,,5
2024-03-29T13:58:11Z,US,Kindle for iOS,,11
